Dataset,File,duplicate,nameproblem,scope,textorder,iounquantified,actoractor,justification,coordambiguity,uidesign,alternative,inconsistentloa,clarification,happy,size,meanactor,meanuc,coherence,outlinks,maxinlinks,anaphora,optional,nonnounstart,incompcomparison,passive,negation,maxsteplength,sencomplexity,lostfr
itrust,UC11E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,11,0,False,0.0,2,32,0.0,0.0,0.0,0.0,0.0,1.0,16,2,False
itrust,UC12,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,2,0,False,1.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,56,14,False
itrust,UC13,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2,0,False,-1.0,3,32,0.0,0.0,0.0,0.0,0.0,0.0,31,6,False
itrust,UC13E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2,0,False,-1.0,2,32,0.0,0.0,0.0,0.0,0.0,0.0,17,2,False
itrust,UC15S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,10,0,False,1.0,2,1,0.5,0.0,0.0,0.0,0.0,0.0,81,18,False
itrust,UC15S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,10,0,False,0.5,2,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,59,18,False
itrust,UC15S3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,10,0,False,1.0,2,1,0.5,0.0,0.0,0.0,0.0,0.0,41,9,False
itrust,UC15S4,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,10,0,False,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,47,11,False
itrust,UC15E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,10,0,False,-1.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,14,2,False
itrust,UC16,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.2,False,6,0,False,1.0,6,4,0.0,0.0,0.4,0.0,0.2,0.0,34,7,False
itrust,UC16E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,6,0,False,-1.0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,38,8,False
itrust,UC17S1,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,True,4,0,False,-1.0,2,3,0.0,0.0,0.0,0.0,1.0,1.0,64,12,False
itrust,UC17S2,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,True,4,0,False,-1.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,59,9,False
itrust,UC17S3,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,True,4,0,False,1.0,2,3,0.5,0.0,0.0,0.0,0.0,1.0,20,5,False
itrust,UC18S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,5,0,False,-1.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,33,8,False
itrust,UC18S2,False,False,False,False,False,False,False,0.5,0.0,0.5,0.0,0.5,False,5,0,False,1.0,2,3,0.0,0.0,0.5,0.0,0.5,0.5,27,6,False
itrust,UC18E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,5,0,False,-1.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,14,2,False
itrust,UC18E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,5,0,False,-1.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,14,2,False
itrust,UC19S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,9,0,False,1.0,3,24,0.5,0.0,0.0,0.5,0.5,0.0,49,10,False
itrust,UC19S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,9,0,False,1.0,2,24,0.0,0.0,0.5,0.5,0.5,0.0,31,7,False
itrust,UC19S3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,False,9,0,False,1.0,0,0,0.5,0.0,0.0,0.0,0.5,0.0,29,10,False
itrust,UC19E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,9,0,False,-1.0,2,32,0.0,0.0,0.0,0.0,0.0,0.0,15,2,False
itrust,UC19E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,9,0,False,0.0,2,32,0.0,0.0,0.0,0.0,0.0,1.0,14,2,False
itrust,UC21S1,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,4,0,False,-1.0,3,24,0.0,0.0,0.0,0.0,0.0,0.0,18,5,False
itrust,UC21E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,4,0,False,-1.0,2,32,0.0,0.0,0.0,0.0,0.0,0.0,15,2,False
itrust,UC21E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,4,0,False,0.0,2,32,0.0,0.0,0.0,0.0,0.0,1.0,16,3,False
itrust,UC22S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.6666666666666666,False,14,0,True,1.0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,55,11,False
itrust,UC22S2,False,False,False,False,False,False,False,0.0,0.3333333333333333,0.0,0.0,0.0,False,14,0,True,1.0,0,0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,53,12,False
itrust,UC22S3,False,True,False,False,False,False,False,0.0,0.16666666666666666,0.0,0.0,0.5,False,14,0,True,1.0,0,0,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,47,12,False
itrust,UC22E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,14,0,True,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,False
itrust,UC22E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,14,0,True,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22,5,False
itrust,UC23S1,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,7,0,False,-1.0,2,32,1.0,0.0,0.0,0.0,0.0,0.0,24,4,False
itrust,UC23S3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.5,False,7,0,False,1.0,9,24,0.5,0.0,0.0,0.0,0.5,0.5,133,34,False
itrust,UC23S4,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,7,0,False,-1.0,2,4,1.0,0.0,0.0,0.0,0.0,0.0,25,9,False
itrust,UC23E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,7,0,False,-1.0,2,32,0.0,0.0,0.0,0.0,0.0,0.0,13,2,False
itrust,UC23E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,7,0,False,0.0,2,32,0.0,0.0,0.0,0.0,0.0,1.0,12,2,False
itrust,UC24,False,False,False,False,False,False,False,0.0,0.0,0.0,0.2,0.6,True,5,0,False,0.25,2,1,0.0,0.0,0.6,0.0,0.0,0.0,31,6,False
itrust,UC25,False,False,False,False,False,False,False,0.0,0.3333333333333333,0.0,0.0,0.0,False,5,0,False,1.0,3,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,94,28,False
itrust,UC25E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,5,0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,15,3,False
itrust,UC26S1,False,False,False,False,False,False,False,0.0,0.0,0.25,0.0,0.0,False,16,0,False,1.0,2,8,0.25,0.0,0.0,0.0,0.0,0.0,55,9,False
itrust,UC26S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.5,False,16,0,False,1.0,6,32,0.0,0.0,0.0,0.0,0.0,0.0,23,6,False
itrust,UC26S3,False,False,False,False,False,False,False,0.0,0.0,0.3333333333333333,0.0,0.0,False,16,0,False,0.5,4,32,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,39,9,False
itrust,UC26S4,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,16,0,False,1.0,1,8,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,20,4,False
itrust,UC26E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,16,0,False,1.0,2,32,0.0,0.0,0.0,0.0,0.0,0.5,12,2,False
itrust,UC26E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,16,0,False,1.0,2,32,0.0,0.0,0.0,0.0,0.0,0.5,11,2,False
itrust,UC27S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,4,0,False,1.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,22,6,False
itrust,UC27S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,4,0,False,1.0,2,13,0.0,0.0,0.0,0.0,0.5,0.0,17,4,False
itrust,UC28,False,False,False,False,False,False,False,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,True,3,0,False,1.0,3,24,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,20,6,False
itrust,UC29,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.4,True,5,0,False,1.0,5,24,0.4,0.0,0.2,0.2,0.4,0.0,90,22,False
itrust,UC30S1,False,False,False,False,False,False,False,0.0,0.2857142857142857,0.0,0.0,0.0,False,48,0,False,1.0,3,13,0.5714285714285714,0.0,0.1428571428571428,0.0,0.4285714285714285,0.0,37,9,False
itrust,UC30S2,False,False,False,False,False,False,False,0.0,0.16666666666666666,0.0,0.0,0.0,False,48,0,False,0.8,4,32,0.3333333333333333,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0,55,13,False
itrust,UC30S3,False,False,False,False,False,False,False,0.0,0.14285714285714285,0.0,0.0,0.0,False,48,0,False,1.0,3,5,0.4285714285714285,0.0,0.0,0.0,0.1428571428571428,0.0,35,8,False
itrust,UC30S4,False,False,False,False,False,False,False,0.0,0.14285714285714285,0.0,0.0,0.0,False,48,0,False,1.0,3,5,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428,0.0,34,8,False
itrust,UC30S5,False,False,False,False,False,False,False,0.0,0.2857142857142857,0.0,0.0,0.0,False,48,0,False,1.0,2,5,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,58,14,False
itrust,UC30S6,False,False,False,False,False,False,False,0.0,0.25,0.0,0.0,0.25,False,48,0,False,1.0,0,0,0.75,0.0,0.5,0.0,0.25,0.25,60,14,False
itrust,UC30S7,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.42857142857142855,False,48,0,False,0.8333333333333334,0,0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,0.1428571428571428,116,23,False
itrust,UC30E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,48,0,False,-1.0,2,32,0.0,0.0,0.0,0.0,0.0,0.0,15,2,False
itrust,UC30E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,48,0,False,0.0,2,32,0.0,0.0,0.0,0.0,0.0,1.0,14,2,False
itrust,UC31S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,True,4,0,False,1.0,3,24,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,56,14,False
itrust,UC31S2,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,True,4,0,False,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,91,22,False
itrust,UC32S1,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,False,7,0,False,-1.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,69,10,False
itrust,UC32S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,False,7,0,False,1.0,3,24,0.0,0.0,0.2,0.0,0.6,0.0,49,10,False
itrust,UC32E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,7,0,False,-1.0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,16,3,False
itrust,UC33S1,False,False,False,False,False,False,False,0.0,0.0,0.16666666666666666,0.0,0.0,False,15,0,False,0.8,4,24,0.1666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,61,16,False
itrust,UC33S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,15,0,False,1.0,4,24,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,56,14,False
itrust,UC33S3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,15,0,False,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,False
itrust,UC33E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,15,0,False,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,15,2,False
itrust,UC33E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,15,0,False,-1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,26,6,False
itrust,UC34S1,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,36,0,False,1.0,4,32,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,42,11,False
itrust,UC34S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.3333333333333333,0.0,False,36,0,False,0.0,2,7,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,25,5,False
itrust,UC34S3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,36,0,False,0.5,3,32,0.2,0.0,0.0,0.0,0.2,0.0,53,13,False
itrust,UC34S4,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,36,0,False,0.5,3,24,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,68,17,False
itrust,UC34S5,False,False,False,False,False,False,False,0.0,0.0,0.0,0.16666666666666666,0.0,False,36,0,False,0.8,4,32,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,36,10,False
itrust,UC34S6,False,False,False,False,False,False,False,0.0,0.0,0.0,0.16666666666666666,0.0,False,36,0,False,0.8,4,24,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,36,10,False
itrust,UC34E1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,36,0,False,0.0,2,32,0.0,0.0,0.0,0.0,0.0,1.0,14,2,False
itrust,UC34E2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,36,0,False,0.0,1,2,0.0,0.0,0.0,0.0,0.5,0.0,31,7,False
itrust,UC34E3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,36,0,False,0.0,1,2,0.0,0.0,0.0,0.0,0.5,0.0,19,5,False
itrust,UC34E4,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,36,0,False,-1.0,1,7,0.0,0.0,0.0,0.0,0.0,1.0,30,6,False
itrust,UC35S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,8,0,False,1.0,5,24,1.0,0.0,0.0,0.0,0.5,0.0,28,8,False
itrust,UC35S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,8,0,False,1.0,5,13,1.0,0.0,0.0,0.0,0.5,0.0,24,8,False
itrust,UC36S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,10,0,False,1.0,4,24,0.25,0.0,0.25,0.25,0.25,0.25,35,7,False
itrust,UC36S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,10,0,False,1.0,4,24,0.25,0.0,0.25,0.25,0.25,0.25,35,7,False
itrust,UC36S3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,10,0,False,1.0,6,13,0.0,0.0,0.0,0.0,0.0,0.0,33,8,False
itrust,UC37S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,6,0,False,1.0,2,6,0.0,0.0,0.0,0.0,0.5,0.0,15,2,False
itrust,UC37S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,6,0,False,1.0,3,10,0.0,0.0,0.0,0.0,0.5,0.0,19,4,False
itrust,UC37S3,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,6,0,False,0.0,3,24,0.5,0.0,0.0,0.0,0.5,0.0,36,11,False
itrust,UC38S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.3333333333333333,0.0,True,5,0,False,1.0,2,3,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,20,5,False
itrust,UC38S2,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,5,0,False,1.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,19,5,False
itrust,UC40S1,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,19,0,True,1.0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,27,7,False
itrust,UC40S2,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.3333333333333333,True,19,0,True,1.0,0,0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,48,10,False
itrust,UC40S3,False,False,False,False,False,False,False,0.0,0.5,0.0,0.0,1.0,True,19,0,True,1.0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,37,8,False
itrust,UC40S4,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,19,0,True,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,88,20,False
itrust,UC40S5,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,19,0,True,1.0,0,0,1.0,0.0,0.5,0.0,0.0,0.0,92,23,False
itrust,UC40S6,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,19,0,True,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,81,20,False
itrust,UC40S7,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,True,19,0,True,-1.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,68,16,False
